id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,issue_d,loan_status,url
284,12000,12000, 36 months,12.42%,400.99,B,B4,MORTGAGE,35000,11-Dec,Fully Paid,
285,23200,23200, 36 months,7.90%,725.94,A,A4,MORTGAGE,65000,11-Dec,Fully Paid,
286,18000,18000, 60 months,15.27%,430.78,C,C4,MORTGAGE,84000,11-Dec,Fully Paid,
287,4800,4800, 36 months,15.27%,167.03,C,C4,MORTGAGE,75000,11-Dec,Fully Paid,
288,7300,7300, 36 months,11.71%,241.46,B,B3,RENT,35000,11-Dec,Fully Paid,
289,10400,10400, 36 months,9.91%,335.14,B,B1,RENT,40000,11-Dec,Fully Paid,
290,6600,6600, 36 months,9.91%,212.69,B,B1,MORTGAGE,100000,11-Dec,Fully Paid,
291,12000,12000, 36 months,8.90%,381.04,A,A5,OWN,40000,11-Dec,Fully Paid,
292,13250,13250, 36 months,17.27%,474.19,D,D3,RENT,52000,11-Dec,Fully Paid,
293,12000,12000, 36 months,11.71%,396.92,B,B3,RENT,92500,11-Dec,Fully Paid,
294,25000,25000, 36 months,9.91%,805.63,B,B1,RENT,61000,11-Dec,Fully Paid,
295,6000,6000, 36 months,10.65%,195.44,B,B2,RENT,36000,11-Dec,Fully Paid,
296,12000,12000, 36 months,7.51%,373.33,A,A3,MORTGAGE,68000,11-Dec,Fully Paid,
297,14400,14400, 36 months,11.71%,476.3,B,B3,RENT,80000,11-Dec,Fully Paid,
298,10000,10000, 36 months,12.42%,334.16,B,B4,RENT,43000,11-Dec,Fully Paid,
299,8000,8000, 36 months,11.71%,264.61,B,B3,RENT,150000,11-Dec,Fully Paid,
300,8000,8000, 36 months,16.29%,282.41,D,D1,RENT,50000,11-Dec,Charged Off,
301,30000,30000, 60 months,12.42%,673.72,B,B4,RENT,70000,11-Dec,Charged Off,
302,18000,18000, 60 months,16.77%,445.13,D,D2,OWN,40000,11-Dec,Charged Off,
303,13250,13250, 36 months,11.71%,438.26,B,B3,OWN,35000,11-Dec,Fully Paid,
304,14000,14000, 36 months,14.27%,480.33,C,C2,RENT,80000,11-Dec,Fully Paid,
305,20000,20000, 60 months,20.30%,533.23,E,E5,OWN,59000,11-Dec,Charged Off,
306,10000,10000, 36 months,16.29%,353.01,D,D1,RENT,40000,11-Dec,Fully Paid,
307,35000,23250, 60 months,20.30%,619.88,E,E5,RENT,85000,11-Dec,Fully Paid,
308,4000,4000, 36 months,6.03%,121.75,A,A1,RENT,55000,11-Dec,Fully Paid,
309,13000,13000, 36 months,9.91%,418.93,B,B1,RENT,110000,11-Dec,Fully Paid,
310,28000,28000, 36 months,12.69%,939.26,B,B5,RENT,100000,11-Dec,Fully Paid,
311,10000,10000, 36 months,13.49%,339.31,C,C1,RENT,62000,11-Dec,Fully Paid,
312,20000,20000, 36 months,7.90%,625.81,A,A4,RENT,45000,11-Dec,Fully Paid,
313,18000,18000, 36 months,9.91%,580.05,B,B1,RENT,110000,11-Dec,Fully Paid,
314,9000,9000, 60 months,19.91%,238,E,E4,RENT,60000,11-Dec,Charged Off,
315,25000,25000, 60 months,18.64%,643.58,E,E1,RENT,61500,11-Dec,Charged Off,
316,10000,10000, 36 months,11.71%,330.76,B,B3,RENT,33000,11-Dec,Fully Paid,
317,4200,4200, 36 months,6.03%,127.83,A,A1,RENT,61000,11-Dec,Fully Paid,
318,20000,20000, 60 months,15.27%,478.64,C,C4,OWN,78216,11-Dec,Charged Off,
319,18000,18000, 60 months,17.27%,449.97,D,D3,MORTGAGE,62000,11-Dec,Charged Off,
320,24000,24000, 36 months,16.29%,847.21,D,D1,RENT,50964,11-Dec,Fully Paid,
321,4475,4475, 36 months,15.27%,155.72,C,C4,RENT,43680,11-Dec,Fully Paid,
322,20000,20000, 60 months,14.65%,472.14,C,C3,MORTGAGE,56000,11-Dec,Fully Paid,
323,12000,12000, 36 months,12.42%,400.99,B,B4,RENT,50700,11-Dec,Fully Paid,
324,18000,18000, 60 months,17.58%,452.98,D,D4,MORTGAGE,60000,11-Dec,Fully Paid,
325,5000,5000, 36 months,12.42%,167.08,B,B4,RENT,30000,11-Dec,Charged Off,
326,3000,3000, 36 months,6.03%,91.31,A,A1,RENT,50000,11-Dec,Fully Paid,
327,25000,25000, 60 months,19.03%,648.93,E,E2,RENT,75000,11-Dec,Fully Paid,
328,18000,18000, 60 months,19.03%,467.23,E,E2,RENT,90000,11-Dec,Fully Paid,
329,12000,12000, 36 months,9.91%,386.7,B,B1,RENT,55000,11-Dec,Charged Off,
330,20000,20000, 36 months,15.27%,695.96,C,C4,MORTGAGE,50000,11-Dec,Fully Paid,
331,10000,10000, 36 months,13.49%,339.31,C,C1,RENT,84000,11-Dec,Fully Paid,
332,15000,15000, 36 months,12.42%,501.23,B,B4,OWN,155000,11-Dec,Fully Paid,
333,12000,12000, 36 months,7.90%,375.49,A,A4,MORTGAGE,62000,11-Dec,Fully Paid,
334,20000,13475, 60 months,10.65%,290.64,B,B2,MORTGAGE,175000,11-Dec,Fully Paid,
335,6300,6300, 36 months,11.71%,208.38,B,B3,RENT,30000,11-Dec,Fully Paid,
336,20000,20000, 60 months,16.77%,494.59,D,D2,RENT,50000,11-Dec,Fully Paid,
337,35000,23150, 60 months,17.27%,578.71,D,D3,MORTGAGE,208000,11-Dec,Fully Paid,
338,8250,8250, 60 months,15.96%,200.45,C,C5,MORTGAGE,35004,11-Dec,Fully Paid,
339,20000,20000, 60 months,12.69%,451.9,B,B5,OWN,85000,11-Dec,Fully Paid,
340,10000,10000, 36 months,11.71%,330.76,B,B3,RENT,32000,11-Dec,Charged Off,
341,24000,24000, 36 months,8.90%,762.08,A,A5,MORTGAGE,116400,11-Dec,Charged Off,
342,14400,14400, 36 months,12.69%,483.05,B,B5,MORTGAGE,40000,11-Dec,Fully Paid,
343,6000,6000, 36 months,14.65%,206.97,C,C3,RENT,34000,11-Dec,Fully Paid,
344,22000,22000, 36 months,15.96%,773.03,C,C5,MORTGAGE,73000,11-Dec,Fully Paid,
345,12000,12000, 36 months,11.71%,396.92,B,B3,RENT,57200,11-Dec,Charged Off,
346,16000,16000, 36 months,16.77%,568.62,D,D2,MORTGAGE,114000,11-Dec,Fully Paid,
347,10000,10000, 36 months,10.65%,325.74,B,B2,MORTGAGE,90000,11-Dec,Fully Paid,
348,16000,11625, 60 months,19.03%,301.76,E,E2,MORTGAGE,54000,11-Dec,Fully Paid,
349,10000,10000, 36 months,12.69%,335.45,B,B5,RENT,35000,11-Dec,Charged Off,
350,3500,3500, 36 months,13.49%,118.76,C,C1,RENT,56000,11-Dec,Fully Paid,
351,9600,9600, 36 months,9.91%,309.36,B,B1,RENT,35000,11-Dec,Fully Paid,
352,9875,9875, 36 months,7.90%,309,A,A4,MORTGAGE,40000,11-Dec,Fully Paid,
353,21500,16975, 60 months,17.58%,427.19,D,D4,OWN,59000,11-Dec,Fully Paid,
354,4800,4800, 36 months,7.90%,150.2,A,A4,RENT,48000,11-Dec,Fully Paid,
355,7800,7800, 36 months,6.03%,237.4,A,A1,OWN,85000,11-Dec,Fully Paid,
356,20000,20000, 36 months,14.27%,686.18,C,C2,MORTGAGE,70000,11-Dec,Fully Paid,
357,9750,9750, 36 months,7.51%,303.34,A,A3,RENT,35000,11-Dec,Charged Off,
358,18000,15050, 60 months,15.96%,365.67,C,C5,MORTGAGE,91000,11-Dec,Fully Paid,
359,5000,5000, 36 months,6.03%,152.18,A,A1,MORTGAGE,30000,11-Dec,Fully Paid,
360,9000,9000, 36 months,14.65%,310.45,C,C3,RENT,45000,11-Dec,Fully Paid,
361,7200,7200, 36 months,7.90%,225.29,A,A4,RENT,55000,11-Dec,Fully Paid,
362,3000,3000, 60 months,19.03%,77.88,E,E2,RENT,53004,11-Dec,Charged Off,
363,25000,25000, 60 months,19.42%,654.31,E,E3,RENT,60000,11-Dec,Charged Off,
364,25000,25000, 36 months,15.27%,869.95,C,C4,OWN,82000,11-Dec,Fully Paid,
365,10000,10000, 36 months,15.96%,351.38,C,C5,RENT,53000,11-Dec,Fully Paid,
366,8875,8875, 36 months,12.69%,297.72,B,B5,MORTGAGE,35360,11-Dec,Charged Off,
367,15550,15550, 36 months,11.71%,514.34,B,B3,RENT,54000,11-Dec,Fully Paid,
368,17000,17000, 60 months,15.27%,406.85,C,C4,RENT,65000,11-Dec,Fully Paid,
369,7500,7500, 36 months,12.69%,251.59,B,B5,RENT,65000,11-Dec,Fully Paid,
370,8875,8875, 36 months,8.90%,281.81,A,A5,OWN,28800,11-Dec,Fully Paid,
371,4500,4500, 36 months,17.27%,161.05,D,D3,RENT,42000,11-Dec,Fully Paid,
372,5800,5800, 36 months,12.42%,193.81,B,B4,RENT,36000,11-Dec,Fully Paid,
373,10000,10000, 36 months,11.71%,330.76,B,B3,RENT,40000,11-Dec,Fully Paid,
374,10000,10000, 36 months,9.91%,322.25,B,B1,RENT,50000,11-Dec,Fully Paid,
375,14000,14000, 36 months,11.71%,463.07,B,B3,RENT,52000,11-Dec,Fully Paid,
376,25000,25000, 60 months,19.03%,648.93,E,E2,MORTGAGE,85000,11-Dec,Fully Paid,
377,12000,12000, 36 months,8.90%,381.04,A,A5,RENT,32000,11-Dec,Charged Off,
378,24000,24000, 36 months,7.90%,750.97,A,A4,OWN,75000,11-Dec,Fully Paid,
379,14000,14000, 36 months,14.27%,480.33,C,C2,RENT,80000,11-Dec,Fully Paid,
380,12000,12000, 36 months,8.90%,381.04,A,A5,MORTGAGE,40246,11-Dec,Fully Paid,
381,15000,15000, 60 months,12.69%,338.93,B,B5,OWN,30000,11-Dec,Charged Off,
382,8050,8050, 36 months,12.69%,270.04,B,B5,RENT,36000,11-Dec,Charged Off,
383,5600,5600, 36 months,10.65%,182.42,B,B2,RENT,60000,11-Dec,Fully Paid,
384,7500,7500, 36 months,9.91%,241.69,B,B1,RENT,31200,11-Dec,Fully Paid,
385,7000,7000, 36 months,11.71%,231.54,B,B3,RENT,90000,11-Dec,Fully Paid,
386,5400,5400, 36 months,7.90%,168.97,A,A4,RENT,40000,11-Dec,Fully Paid,
387,16000,16000, 36 months,12.42%,534.65,B,B4,RENT,90000,11-Dec,Fully Paid,
388,35000,27575, 60 months,12.42%,619.26,B,B4,MORTGAGE,105000,11-Dec,Fully Paid,
389,6000,6000, 60 months,7.90%,121.38,A,A4,RENT,30084,11-Dec,Charged Off,
390,4125,4125, 60 months,12.69%,93.21,B,B5,MORTGAGE,36000,11-Dec,Fully Paid,
391,9800,9800, 36 months,16.29%,345.95,D,D1,RENT,67000,11-Dec,Fully Paid,
392,15700,15700, 60 months,18.25%,400.82,D,D5,MORTGAGE,63000,11-Dec,Fully Paid,
393,5000,5000, 36 months,6.62%,153.52,A,A2,RENT,276000,11-Dec,Fully Paid,
394,9900,9900, 36 months,11.71%,327.46,B,B3,RENT,26400,11-Dec,Fully Paid,
395,4000,4000, 36 months,11.71%,132.31,B,B3,RENT,24000,11-Dec,Fully Paid,
396,15000,15000, 36 months,11.71%,496.14,B,B3,MORTGAGE,68400,11-Dec,Fully Paid,
397,6250,6250, 36 months,15.96%,219.61,C,C5,RENT,29120,11-Dec,Fully Paid,
398,6400,6400, 36 months,16.29%,225.93,D,D1,RENT,29120,11-Dec,Fully Paid,
399,8850,8850, 60 months,13.49%,203.6,C,C1,MORTGAGE,89122,11-Dec,Fully Paid,
400,12000,12000, 36 months,15.27%,417.58,C,C4,MORTGAGE,54000,11-Dec,Fully Paid,
401,15000,15000, 36 months,8.90%,476.3,A,A5,MORTGAGE,30000,11-Dec,Fully Paid,
402,6500,6500, 36 months,14.27%,223.01,C,C2,MORTGAGE,30000,11-Dec,Fully Paid,
403,8000,8000, 36 months,15.96%,281.1,C,C5,RENT,50000,11-Dec,Fully Paid,
404,30000,19825, 60 months,21.28%,539.47,F,F2,MORTGAGE,92000,11-Dec,Fully Paid,
405,15000,15000, 36 months,14.65%,517.42,C,C3,MORTGAGE,100500,11-Dec,Fully Paid,
406,10200,10200, 36 months,14.27%,349.96,C,C2,RENT,40000,11-Dec,Fully Paid,
407,9000,9000, 36 months,12.42%,300.74,B,B4,MORTGAGE,47000,11-Dec,Fully Paid,
408,6500,6500, 36 months,16.29%,229.46,D,D1,MORTGAGE,68000,11-Dec,Fully Paid,
409,23000,23000, 60 months,21.28%,625.86,F,F2,MORTGAGE,95000,11-Dec,Fully Paid,
410,2000,2000, 36 months,7.90%,62.59,A,A4,RENT,39600,11-Dec,Fully Paid,
411,8000,8000, 36 months,13.49%,271.45,C,C1,OWN,30000,11-Dec,Fully Paid,
412,8875,8875, 36 months,7.51%,276.11,A,A3,RENT,30000,11-Dec,Fully Paid,
413,1500,1500, 36 months,18.64%,54.72,E,E1,RENT,17000,11-Dec,Charged Off,
414,8000,8000, 36 months,12.42%,267.33,B,B4,RENT,42000,11-Dec,Fully Paid,
415,20000,16925, 60 months,14.65%,399.55,C,C3,RENT,75000,11-Dec,Charged Off,
416,6500,6500, 36 months,11.71%,215,B,B3,RENT,42000,11-Dec,Fully Paid,
417,9600,9600, 36 months,13.49%,325.74,C,C1,MORTGAGE,27000,11-Dec,Fully Paid,
418,25975,16475, 60 months,12.69%,372.25,B,B5,MORTGAGE,130000,11-Dec,Fully Paid,
419,10000,10000, 36 months,7.90%,312.91,A,A4,MORTGAGE,46000,11-Dec,Fully Paid,
420,15000,15000, 36 months,12.42%,501.23,B,B4,MORTGAGE,80000,11-Dec,Fully Paid,
421,9000,9000, 36 months,6.62%,276.34,A,A2,MORTGAGE,45000,11-Dec,Fully Paid,
422,10000,10000, 36 months,7.90%,312.91,A,A4,RENT,72500,11-Dec,Fully Paid,
423,1000,1000, 36 months,14.65%,34.5,C,C3,RENT,18408,11-Dec,Charged Off,
424,14000,14000, 36 months,7.90%,438.07,A,A4,RENT,30000,11-Dec,Fully Paid,
425,8500,8500, 36 months,14.27%,291.63,C,C2,RENT,50000,11-Dec,Charged Off,
426,15000,15000, 60 months,19.03%,389.36,E,E2,RENT,75000,11-Dec,Fully Paid,
427,4500,4500, 36 months,15.96%,158.12,C,C5,MORTGAGE,65000,11-Dec,Fully Paid,
428,3000,3000, 36 months,7.51%,93.34,A,A3,MORTGAGE,65000,11-Dec,Fully Paid,
429,10000,10000, 36 months,9.91%,322.25,B,B1,MORTGAGE,120000,11-Dec,Fully Paid,
430,21250,21250, 60 months,16.77%,525.5,D,D2,MORTGAGE,42500,11-Dec,Fully Paid,
431,33425,20675, 60 months,13.49%,475.63,C,C1,MORTGAGE,75000,11-Dec,Charged Off,
432,35000,35000, 60 months,19.42%,916.03,E,E3,RENT,195000,11-Dec,Fully Paid,
433,7200,7200, 36 months,15.27%,250.55,C,C4,RENT,54990,11-Dec,Fully Paid,
434,18000,18000, 60 months,11.71%,397.77,B,B3,RENT,40000,11-Dec,Charged Off,
435,23000,23000, 36 months,7.90%,719.68,A,A4,MORTGAGE,137000,11-Dec,Fully Paid,
436,20000,20000, 60 months,16.77%,494.59,D,D2,RENT,60000,11-Dec,Charged Off,
437,6000,6000, 60 months,17.58%,151,D,D4,RENT,30120,11-Dec,Fully Paid,
438,7000,7000, 36 months,8.90%,222.28,A,A5,RENT,46000,11-Dec,Fully Paid,
439,21000,21000, 36 months,12.69%,704.45,B,B5,MORTGAGE,135000,11-Dec,Fully Paid,
440,8250,8250, 36 months,7.51%,256.67,A,A3,MORTGAGE,31500,11-Dec,Fully Paid,
441,13000,13000, 36 months,9.91%,418.93,B,B1,RENT,65000,11-Dec,Fully Paid,
442,18000,18000, 36 months,6.62%,552.67,A,A2,MORTGAGE,78000,11-Dec,Fully Paid,
443,7200,7200, 36 months,6.03%,219.14,A,A1,MORTGAGE,60000,11-Dec,Fully Paid,
444,16500,16500, 36 months,8.90%,523.93,A,A5,RENT,48000,11-Dec,Fully Paid,
445,8125,8125, 36 months,7.90%,254.24,A,A4,RENT,25000,11-Dec,Fully Paid,
446,18800,18800, 36 months,7.51%,584.89,A,A3,MORTGAGE,82000,11-Dec,Fully Paid,
447,26800,26800, 36 months,19.03%,982.79,E,E2,MORTGAGE,82000,11-Dec,Fully Paid,
448,19200,19200, 36 months,7.90%,600.78,A,A4,MORTGAGE,42000,11-Dec,Fully Paid,
449,12875,8475, 60 months,17.58%,213.28,D,D4,RENT,27600,11-Dec,Fully Paid,
450,4000,4000, 36 months,12.42%,133.67,B,B4,MORTGAGE,38000,11-Dec,Fully Paid,
451,4000,4000, 36 months,16.29%,141.21,D,D1,RENT,35000,11-Dec,Fully Paid,
452,12000,12000, 36 months,9.91%,386.7,B,B1,OWN,33000,11-Dec,Fully Paid,
453,2625,2625, 36 months,11.71%,86.83,B,B3,MORTGAGE,52800,11-Dec,Fully Paid,
454,18000,18000, 60 months,13.49%,414.09,C,C1,MORTGAGE,40900,11-Dec,Fully Paid,
455,7000,7000, 36 months,9.91%,225.58,B,B1,RENT,73882,11-Dec,Fully Paid,
456,11300,11300, 36 months,12.69%,379.06,B,B5,MORTGAGE,36000,11-Dec,Fully Paid,
457,4000,4000, 36 months,9.91%,128.9,B,B1,MORTGAGE,130000,11-Dec,Fully Paid,
458,8000,8000, 36 months,6.03%,243.49,A,A1,MORTGAGE,57200,11-Dec,Fully Paid,
459,14400,14400, 36 months,18.25%,522.41,D,D5,RENT,51871,11-Dec,Charged Off,
460,4375,4375, 36 months,12.42%,146.2,B,B4,OWN,15000,11-Dec,Fully Paid,
461,4100,4100, 36 months,7.51%,127.56,A,A3,MORTGAGE,70197,11-Dec,Fully Paid,
462,6000,6000, 36 months,8.90%,190.52,A,A5,RENT,47000,11-Dec,Fully Paid,
463,4200,4200, 60 months,17.27%,105,D,D3,RENT,43000,11-Dec,Charged Off,
464,4000,4000, 36 months,6.62%,122.82,A,A2,MORTGAGE,120000,11-Dec,Fully Paid,
465,3000,3000, 36 months,10.65%,97.72,B,B2,MORTGAGE,86004,11-Dec,Charged Off,
466,5400,5400, 36 months,12.69%,181.15,B,B5,MORTGAGE,75000,11-Dec,Fully Paid,
467,15000,15000, 36 months,16.29%,529.51,D,D1,RENT,110000,11-Dec,Charged Off,
468,20000,20000, 60 months,18.64%,514.86,E,E1,MORTGAGE,80000,11-Dec,Fully Paid,
469,10400,10400, 36 months,12.69%,348.87,B,B5,RENT,44000,11-Dec,Fully Paid,
470,4500,4500, 60 months,17.58%,113.25,D,D4,MORTGAGE,51600,11-Dec,Fully Paid,
471,11500,11500, 36 months,12.42%,384.28,B,B4,RENT,38500,11-Dec,Fully Paid,
472,10000,10000, 36 months,6.62%,307.04,A,A2,RENT,75000,11-Dec,Fully Paid,
473,18225,13450, 60 months,13.49%,309.42,C,C1,MORTGAGE,37320,11-Dec,Fully Paid,
474,3600,3600, 36 months,8.90%,114.32,A,A5,RENT,55000,11-Dec,Fully Paid,
475,18500,13250, 60 months,11.71%,292.81,B,B3,RENT,100000,11-Dec,Fully Paid,
476,16800,16800, 60 months,18.25%,428.9,D,D5,MORTGAGE,70000,11-Dec,Fully Paid,
477,10000,10000, 36 months,17.27%,357.88,D,D3,RENT,68000,11-Dec,Charged Off,
478,15000,15000, 36 months,18.25%,544.17,D,D5,MORTGAGE,66000,11-Dec,Fully Paid,
479,8000,8000, 36 months,11.71%,264.61,B,B3,RENT,85000,11-Dec,Fully Paid,
480,25000,17950, 60 months,16.77%,443.89,D,D2,RENT,83004,11-Dec,Fully Paid,
481,16000,16000, 36 months,7.90%,500.65,A,A4,RENT,51000,11-Dec,Charged Off,
482,8000,8000, 36 months,10.65%,260.59,B,B2,RENT,55000,11-Dec,Fully Paid,
483,7200,7200, 36 months,7.51%,224,A,A3,MORTGAGE,47000,11-Dec,Fully Paid,
484,12000,12000, 36 months,7.51%,373.33,A,A3,RENT,86000,11-Dec,Fully Paid,
485,2200,2200, 36 months,15.27%,76.56,C,C4,OWN,48000,11-Dec,Charged Off,
486,20000,20000, 60 months,12.69%,451.9,B,B5,RENT,49000,11-Dec,Fully Paid,
487,28000,28000, 60 months,12.42%,628.81,B,B4,MORTGAGE,85000,11-Dec,Fully Paid,
488,6000,6000, 36 months,7.51%,186.67,A,A3,MORTGAGE,50000,11-Dec,Fully Paid,
489,25000,25000, 60 months,19.42%,654.31,E,E3,RENT,105000,11-Dec,Charged Off,
490,8000,8000, 60 months,8.90%,165.68,A,A5,RENT,51204,11-Dec,Charged Off,
491,14400,14400, 36 months,15.27%,501.09,C,C4,RENT,42996,11-Dec,Fully Paid,
492,20000,13700, 60 months,19.03%,355.62,E,E2,RENT,60000,11-Dec,Fully Paid,
493,25000,19950, 60 months,14.27%,467,C,C2,MORTGAGE,85000,11-Dec,Fully Paid,
494,14050,14050, 36 months,8.90%,446.14,A,A5,MORTGAGE,120000,11-Dec,Fully Paid,
495,6000,6000, 36 months,13.49%,203.59,C,C1,OWN,62691,11-Dec,Fully Paid,
496,16100,16100, 60 months,11.71%,355.79,B,B3,MORTGAGE,36000,11-Dec,Fully Paid,
497,35000,23250, 60 months,20.30%,619.88,E,E5,OWN,85000,11-Dec,Charged Off,
498,10525,10525, 36 months,7.90%,329.33,A,A4,RENT,49668,11-Dec,Fully Paid,
499,7200,7200, 36 months,15.96%,252.99,C,C5,RENT,30000,11-Dec,Fully Paid,
500,18500,15775, 60 months,10.65%,340.24,B,B2,OWN,40000,11-Dec,Fully Paid,
501,12000,12000, 36 months,13.49%,407.17,C,C1,MORTGAGE,40000,11-Dec,Fully Paid,
502,12000,12000, 36 months,11.71%,396.92,B,B3,MORTGAGE,100000,11-Dec,Fully Paid,
503,3000,3000, 36 months,11.71%,99.23,B,B3,RENT,56312,11-Dec,Fully Paid,
504,9500,9500, 36 months,16.29%,335.36,D,D1,RENT,54011,11-Dec,Fully Paid,
505,19775,19775, 36 months,12.42%,660.79,B,B4,RENT,49110.32,11-Dec,Fully Paid,
506,12000,12000, 60 months,14.65%,283.28,C,C3,RENT,75000,11-Dec,Charged Off,
507,28000,28000, 60 months,14.27%,655.44,C,C2,MORTGAGE,95000,11-Dec,Fully Paid,
508,30000,30000, 36 months,12.42%,1002.46,B,B4,RENT,80000,11-Dec,Fully Paid,
509,16000,16000, 36 months,10.65%,521.18,B,B2,MORTGAGE,55000,11-Dec,Fully Paid,
510,14500,14500, 36 months,14.65%,500.17,C,C3,RENT,90000,11-Dec,Fully Paid,
511,11700,11700, 60 months,14.65%,276.2,C,C3,RENT,68500,11-Dec,Fully Paid,
512,4150,4150, 36 months,10.65%,135.18,B,B2,RENT,100000,11-Dec,Fully Paid,
513,15000,15000, 60 months,11.71%,331.48,B,B3,MORTGAGE,72000,11-Dec,Fully Paid,
514,24000,24000, 36 months,16.77%,852.93,D,D2,RENT,70000,11-Dec,Fully Paid,
515,21250,21250, 36 months,12.42%,710.08,B,B4,RENT,37000,11-Dec,Charged Off,
516,10000,10000, 36 months,14.27%,343.09,C,C2,OWN,75000,11-Dec,Fully Paid,
517,25000,25000, 60 months,18.25%,638.25,D,D5,MORTGAGE,75000,11-Dec,Fully Paid,
518,4000,4000, 36 months,15.96%,140.55,C,C5,RENT,39000,11-Dec,Fully Paid,
519,15000,15000, 36 months,11.71%,496.14,B,B3,RENT,60000,11-Dec,Fully Paid,
520,20000,20000, 60 months,13.49%,460.1,C,C1,RENT,68000,11-Dec,Fully Paid,
521,15000,15000, 60 months,17.58%,377.49,D,D4,MORTGAGE,110000,11-Dec,Fully Paid,
522,3600,3600, 36 months,15.96%,126.5,C,C5,RENT,40000,11-Dec,Fully Paid,
523,6000,6000, 60 months,19.03%,155.75,E,E2,OWN,31000,11-Dec,Fully Paid,
524,15000,15000, 36 months,15.27%,521.97,C,C4,RENT,60000,11-Dec,Charged Off,
525,12000,12000, 60 months,18.25%,306.36,D,D5,RENT,43000,11-Dec,Fully Paid,
526,12375,12375, 36 months,7.51%,385,A,A3,RENT,42000,11-Dec,Fully Paid,
527,4000,4000, 36 months,12.69%,134.18,B,B5,RENT,30000,11-Dec,Charged Off,
528,13000,13000, 36 months,10.65%,423.46,B,B2,MORTGAGE,50000,11-Dec,Fully Paid,
529,5000,5000, 36 months,6.62%,153.52,A,A2,MORTGAGE,39396,11-Dec,Fully Paid,
530,5000,5000, 36 months,15.96%,175.69,C,C5,OWN,98000,11-Dec,Fully Paid,
531,26000,26000, 36 months,11.71%,859.98,B,B3,RENT,62500,11-Dec,Fully Paid,
532,15000,15000, 60 months,18.64%,386.15,E,E1,MORTGAGE,95000,11-Dec,Fully Paid,
533,4000,4000, 60 months,19.91%,105.78,E,E4,RENT,45000,11-Dec,Charged Off,
534,8000,8000, 36 months,7.90%,250.33,A,A4,RENT,32400,11-Dec,Fully Paid,
535,1700,1700, 36 months,7.90%,53.2,A,A4,MORTGAGE,37800,11-Dec,Charged Off,
536,16000,16000, 36 months,9.91%,515.6,B,B1,RENT,50000,11-Dec,Fully Paid,
537,20000,20000, 60 months,9.91%,424.06,B,B1,MORTGAGE,114996,11-Dec,Fully Paid,
538,12000,12000, 36 months,14.65%,413.94,C,C3,RENT,54400,11-Dec,Charged Off,
539,7000,7000, 36 months,11.71%,231.54,B,B3,MORTGAGE,72800,11-Dec,Fully Paid,
540,8000,8000, 60 months,20.30%,213.29,E,E5,RENT,42500,11-Dec,Charged Off,
541,13000,13000, 60 months,23.52%,370.38,G,G3,RENT,61000,11-Dec,Fully Paid,
542,13000,13000, 36 months,16.29%,458.91,D,D1,RENT,28000,11-Dec,Charged Off,
543,20000,20000, 60 months,21.28%,544.23,F,F2,OWN,120000,11-Dec,Fully Paid,
544,18000,18000, 36 months,13.49%,610.75,C,C1,MORTGAGE,96000,11-Dec,Fully Paid,
545,10000,10000, 36 months,16.29%,353.01,D,D1,RENT,83200,11-Dec,Fully Paid,
546,22250,22250, 60 months,15.27%,532.49,C,C4,RENT,45000,11-Dec,Fully Paid,
547,24000,24000, 60 months,17.58%,603.98,D,D4,RENT,68809,11-Dec,Charged Off,
548,11200,11200, 36 months,12.42%,374.26,B,B4,RENT,75000,11-Dec,Charged Off,
549,7000,7000, 36 months,10.65%,228.02,B,B2,RENT,52000,11-Dec,Fully Paid,
550,8000,8000, 36 months,6.03%,243.49,A,A1,RENT,57600,11-Dec,Fully Paid,
551,22500,22500, 60 months,16.77%,556.41,D,D2,RENT,48500,11-Dec,Fully Paid,
552,12000,12000, 36 months,17.27%,429.45,D,D3,RENT,95000,11-Dec,Fully Paid,
553,22000,22000, 36 months,14.65%,758.88,C,C3,RENT,58000,11-Dec,Fully Paid,
554,6200,6200, 36 months,10.65%,201.96,B,B2,MORTGAGE,24000,11-Dec,Fully Paid,
555,15900,15900, 36 months,9.91%,512.38,B,B1,MORTGAGE,58000,11-Dec,Fully Paid,
556,5000,5000, 36 months,8.90%,158.77,A,A5,MORTGAGE,70000,11-Dec,Fully Paid,
557,16000,16000, 36 months,6.62%,491.26,A,A2,MORTGAGE,104000,11-Dec,Fully Paid,
558,5000,5000, 36 months,11.71%,165.38,B,B3,RENT,35000,11-Dec,Fully Paid,
559,3150,3150, 36 months,15.27%,109.62,C,C4,RENT,53000,11-Dec,Fully Paid,
560,12000,12000, 36 months,14.27%,411.71,C,C2,RENT,28000,11-Dec,Charged Off,
561,28000,28000, 36 months,7.90%,876.13,A,A4,MORTGAGE,118000,11-Dec,Charged Off,
562,5000,5000, 36 months,12.42%,167.08,B,B4,RENT,40000,11-Dec,Fully Paid,
563,3000,3000, 36 months,9.91%,96.68,B,B1,MORTGAGE,42000,11-Dec,Fully Paid,
564,3000,3000, 36 months,7.90%,93.88,A,A4,MORTGAGE,65000,11-Dec,Charged Off,
565,8400,8400, 36 months,6.62%,257.92,A,A2,RENT,25000,11-Dec,Fully Paid,
566,7000,7000, 36 months,10.65%,228.02,B,B2,MORTGAGE,36000,11-Dec,Fully Paid,
